service_name,category_tree
Bendaggio Freddo Gambe tonificante/drenante,Trattamenti Corpo
"Trucco cerimonia (riservato per giorno di chiusura settimanale, giorni festivi / domenica)",Trucco
Ultrasuoni gamba + fango localizzato + massaggio gambe,Trattamenti Corpo
Prova Trucco sposa,Trucco
Massaggio Viso,Trattamenti Viso
Acrygel  con dual form + semipermanente mani,Mani e Piedi
Solarium corpo,Solarium
Ritocco singola unghia con acrygel ,Mani e Piedi
Elettrostimolazione addome,Trattamenti Corpo
Elettrostimolazione gambe con massaggio drenante ,Trattamenti Corpo
Massaggio maderoterapia gambe,Massaggi
Massaggio maderoterapia corpo,Massaggi
Ricostruzione unghia alluce con acrygel ( prezzo riferito per unghia singola) ,Mani e Piedi
Massaggio Decontratturante Schiena ,Massaggi
Rimozione smalto semipermanente ,Mani e Piedi
Laser gambe + inguine,Laser a Diodo
Pedicure estetico + smalto semipermanente ,Mani e Piedi
Pedicure curativo meccanico + semipermanente ,Mani e Piedi
Labbro,EPILAZIONE
Sopracciglia,EPILAZIONE
Viso ,EPILAZIONE
Ascelle,EPILAZIONE
Braccia,EPILAZIONE
Braccia top,EPILAZIONE
Gambe complete,EPILAZIONE
Gambe parziali,EPILAZIONE
Inguine,EPILAZIONE
Inguine top,EPILAZIONE
Gambe + Inguine,EPILAZIONE
Torace,EPILAZIONE
Addome,EPILAZIONE
Schiena,EPILAZIONE
Manicure,TRATTAMENTO MANI E PIEDI
Pedicure estetico,TRATTAMENTO MANI E PIEDI
Pedicure curativo,TRATTAMENTO MANI E PIEDI
Semipermanente,TRATTAMENTO MANI E PIEDI
Ricostruzione in gel / acrilico,TRATTAMENTO MANI E PIEDI
Refil gel,TRATTAMENTO MANI E PIEDI
Pulizia viso,TRATTAMENTI VISO
Trattamento viso occhi decoltè,TRATTAMENTI VISO
Laminazione ciglia,TRATTAMENTI VISO
Hennè sopracciglia,TRATTAMENTI VISO
Extesion ciglia,TRATTAMENTI VISO
Scrub corpo,TRATTAMENTI CORPO
Scrub+massaggio corpo totale,TRATTAMENTI CORPO
Massaggio rilassante totale,TRATTAMENTI CORPO
Massaggio emolinfatico ,TRATTAMENTI CORPO
Massaggio emolinfatico top,TRATTAMENTI CORPO
Linfodrenaggio,TRATTAMENTI CORPO
Coppettazione,TRATTAMENTI CORPO
Coppettazione top,TRATTAMENTI CORPO
Trattamento corpo e viso personalizzato su preventivo,TRATTAMENTI CORPO
Fango/bendaggio,TRATTAMENTI CORPO
Pressoterapia,TRATTAMENTI CORPO
Pressoterapia top,TRATTAMENTI CORPO
Trucco giorno /sera ,MAKE UP
 Trucco sposa ,MAKE UP
Zona piccola ,LASER
Zona media,LASER
Zona media top,LASER
Zona grande,LASER
Refil acrilico,TRATTAMENTO MANI E PIEDI
Massaggio ayurvedico,TRATTAMENTI CORPO
Massaggio in gravidanza,TRATTAMENTI CORPO
Taglio,Maschile
Shampoo,Maschile
Barba ,Maschile
Shampoo + Taglio + Piega,Maschile
Piega,Maschile
Rasatura Barba,Maschile
Shampoo + Taglio + Piega + Barba,Maschile
Trattamento Specifici,Maschile
Ceretta gambe+inguine,Depilazione Donna
Ceretta gambe+inguine totale,Depilazione Donna
Metà inferiore,Depilazione Donna
Metà superiore,Depilazione Donna
Inguine,Depilazione Donna
Inguine totale,Depilazione Donna
Ascelle,Depilazione Donna
Braccia,Depilazione Donna
Labbro,Depilazione Donna
Sopracciglia,Depilazione Donna
Ceretta gambe,Depilazione Uomo
Spalla/petto,Depilazione Uomo
Braccia,Depilazione Uomo
Manicure+smalto,Mani
Limata+smalto,Mani
Taglio unghie,Mani
Manicure + Smalto semipermanente,Mani
Rimozione semipermanente effettuato da Klarò,Mani
Pedicure estetico,Piedi
Pedicure curativo,Piedi
Limata+smalto,Piedi
Taglio unghie,Piedi
Pedicure estetico + Smalto semipermanente,Piedi
Rimozione semipermanente effettuato da Klarò,Piedi
Pulizia viso,Viso
Trucco beauty,Viso
Trucco sposa,Viso
Massaggio relax total body,""
Massaggio Californiano,""
Stone Massage,""
Massaggio dolce cervicale,""
Massaggio relax viso,""
Massaggio anticellulite,""
Trattamento esfoliante corpo,""
Trattamento esfoliante corpo con massaggio 30min,""
Seduta pressoterapia,""
Fango gambe e addome con pressoterapia,""
Labbro,Epilazione Laser
Mento,Epilazione Laser
Viso,Epilazione Laser
Ascelle,Epilazione Laser
Braccia,Epilazione Laser
Spalla/petto,Epilazione Laser
Gambe complete,Epilazione Laser
Mezze gambe ,Epilazione Laser
Inguine,Epilazione Laser
Sopracciglia,Depilazione Uomo
Rimozione semipermanente effettuato da altro operatore,Mani
Rimozione semipermanente effettuato da altro operatore,Piedi
Ceretta Completa,""
Baffo e Sopracciglia,""
Massaggio relax,""
Hot Stone Massage,""
Massaggio amazzonico,""
Pressoterapia parziale,""
Pressoterapia Totale,""
Scrub corpo,""
Pulizia Viso,""
Radiofrequenza a zona,""
Pedicure ,""
Semipermanente,""
"Colata (gel, acrilico, acrygel)",""
Ricostruzione ,""
Trattamenti viso e corpo personalizzati,""
Laminazione ciglia,""
Trucco,""
Trucco sposa,""
Pacchetto sposa,""
Laser Mento,""
Laser Viso,""
Laser Ascelle,""
Laser schiena/petto (p.superiore),""
 Laser Coscia,""
Laser gambaletto,""
Laser inguine/glutei,""
Laser gamba completa ,""
Laser addome/lombare,""
Laser braccia (entrambe),""
Laser labbro,""
Massaggio Parziale,""
Cera gambe,""
ANALISI PERSONALIZZATA BIOMORFOLOGICA                                             ,Servizi
Trattamento di pulizia viso                                                                                   ,Cure Estetiche del viso
Trattamento rigenerante OXEA                                                                           ,Cure Estetiche del viso
Trattamento viso Ossigenoterapia                                                                     ,Servizi
Trattamento viso con Radiofrequenza     ,Cure Estetiche del viso
Trattamento specifico viso                                                                                     ,Cure Estetiche del viso
Trattamento con maschera ORO 24KT                                                                ,Cure Estetiche del viso
Trattamento rigenerante OXEA                                                                            ,CURE ESTETICHE DEL CORPO
Trattamento con Thermarome terapia                                                              ,CURE ESTETICHE DEL CORPO
Trattamento con fangoaroma terapia                                                                ,CURE ESTETICHE DEL CORPO
Trattamento con bendaggi                                                                                     ,CURE ESTETICHE DEL CORPO
Massaggio Total body specifico                                                                            ,CURE ESTETICHE DEL CORPO
Massaggio specifico body ,CURE ESTETICHE DEL CORPO
Linfodrenaggio manuale                                                                                         ,CURE ESTETICHE DEL CORPO
Stone massage                                                                                                            ,CURE ESTETICHE DEL CORPO
Candle massage                                                                                                          ,CURE ESTETICHE DEL CORPO
Trattamento rimodellante con Radiofrequenza                                           ,CURE ESTETICHE DEL CORPO
Riduzione modellamento corporea                                                                 ,CURE ESTETICHE DEL CORPO
Riflessologia plantare                                                                                          ,CURA MANI E PIEDI                                 
Manicure  ,CURA MANI E PIEDI                                 
Manicure con applicazione semipermanente                                               ,CURA MANI E PIEDI                                 
Pedicure      ,CURA MANI E PIEDI                                 
Pedicure con applicazione semipermanente,CURA MANI E PIEDI                                 
Applicazione smalto                                                                                             ,CURA MANI E PIEDI                                 
Trattamento benessere piedi                                                                               ,CURA MANI E PIEDI                                 
Ricostruzione unghia mani /piedi                                                                  ,CURA MANI E PIEDI                                 
Rimozione semipermanente                                                                              ,CURA MANI E PIEDI                                 
Cera gambe completa                                                                                            ,EPILAZIONE
Cera gambe parziale                                                                                               ,EPILAZIONE
Cera labbro e sopracciglia                                                                                    ,EPILAZIONE
Cera braccia                                                                                                                ,EPILAZIONE
Cera ascelle                                                                                                                ,EPILAZIONE
Cera inguine                                                                                                               ,EPILAZIONE
Cera schiena                                                                                                                ,EPILAZIONE
Cera viso                                                                                                                        ,EPILAZIONE
Elettrocoagulazione con ago                                                                                   ,EPILAZIONE
Make-up giorno                                                                                                              ,MAKE-UP
Make-up sera                                                                                                                   ,MAKE-UP
Applicazione ciglia    ,MAKE-UP
Trattamento curativo ciglia &#34;Lash filler&#34;                                                         ,MAKE-UP
Make-up Sposa                                                                                                                              ,MAKE-UP
Consulenza  trucco personalizzata ,MAKE-UP
Lezione individuale di self make-up                                                                     ,MAKE-UP
Pedicure,""
Semipermanente Mani,""
Pedicure + Semipermanente,""
Ceretta Totale,""
Ceretta Gambe + Inguine,""
Ceretta Gambe + Inguine + Braccia,""
Ceretta Gambe +  Inguine + Ascelle,""
Baffetto e / o Sopracciglia,""
Massaggio Parziale ,""
Massaggio Totale,""
Luce Pulsata Gambe + Inguine,""
Luce Ascelle ,""
Luce Inguine Parziale,""
Luce Inguine Totale ,""
Luce Viso ,""
Luce Braccia ,""
Luce Metà Gamba,""
Pulizia viso,""
Trattamento viso Oxy,""
Trattamento Antirughe,""
Manicure,Manicure
Manicure con smalto,Manicure
Manicure con smalto semipermanente,Manicure
Rimozione smalto semipermanente ,Manicure
Rimozione smalto semipermanente + manicure ,Manicure
Applicazione control gel  da,Manicure
Rimozione control gel ,Manicure
Rimozione control gel + manicure,Manicure
Refil gel da ,Manicure
Ricostruzione unghie da,Manicure
Refil ricostruzioni unghie ,Manicure
Rimozione ricostruzione + manicure ,Manicure
Pedicure Estetico,Pedicure
Pedicure Estetico con semipermanente ,Pedicure
Pedicure Estetico con smalto  ,Pedicure
Epilazione Labbro,Epilazione Donna
Epilazione Mento,Epilazione Donna
Epilazione Sopracciglia,Epilazione Donna
Forma sopracciglia ,Epilazione Donna
Epilazione Ascelle ,Epilazione Donna
Epilazione Avanbraccio ,Epilazione Donna
Epilazione Braccia fino all’omero ,Epilazione Donna
Epilazione Zona lombare ,Epilazione Donna
Epilazione inguine ,Epilazione Donna
Epilazione Inguine integrale ,Epilazione Donna
Epilazione Coscia ,Epilazione Donna
Epilazione Gamba,Epilazione Donna
Epilazione Gambe ,Epilazione Donna
Epilazione Gamba + inguine ,Epilazione Donna
Epilazione Gamba + inguine integrale,Epilazione Donna
Epilazione Petto ,Epilazione Uomo
Epilazione  Addome,Epilazione Uomo
Epilazione  Gambe,Epilazione Uomo
Epilazione  Braccia,Epilazione Uomo
Epilazione  Ascelle,Epilazione Uomo
Epilazione  Sopracciglia ,Epilazione Uomo
Epilazione Uomo  Forma Sopracciglia ,Epilazione Uomo
Epilazione Laser  Schiena ,Epilazione laser uomo
Epilazione Laser Addome ,Epilazione laser uomo
Epilazione Laser Petto,Epilazione laser uomo
Epilazione Laser Zona lombare ,Epilazione laser uomo
Epilazione Laser Braccia,Epilazione laser uomo
Epilazione Laser Gambe,Epilazione laser uomo
Epilazione Laser Viso,Epilazione laser donna
Epilazione Laser Labbro,Epilazione laser donna
Epilazione Laser Ascelle,Epilazione laser donna
Epilazione Laser Inguine da,Epilazione laser donna
Epilazione Laser Gambe,Epilazione laser donna
Epilazione Laser Braccia,Epilazione laser donna
Trucco giorno /sera ,Make up
Trucco giorno /sera (con ciglia finta),Make up
Laminazione ciglia ,Trattamenti Viso
Laminazione sopracciglia ,Trattamenti Viso
Tinta sopracciglia ,Make up
Make up sposa,Make up
Pacchetto sposa,Make up
Microblading ,Trattamenti Viso
New form ,Trattamenti avanzati
Presso massaggio ,Trattamenti avanzati
Presso massaggio abbinato a fanghi o bendaggi,Trattamenti avanzati
Solarium,Trattamenti avanzati
Trattamento spa mani ,Trattamenti Mani
Trattamento spa mani + smalto ,Trattamenti Mani
Trattamento spa piedi ,Trattamenti Piedi
Trattamento spa piedi + smalto,Trattamenti Piedi
Trattamento spa piedi + semipermanente ,Trattamenti Piedi
Pulizia Viso,Trattamenti Viso
Trattamento viso idratante,Trattamenti Viso
Trattamento viso purificante ,Trattamenti Viso
Trattamento viso ANTI-MACCHIA ,Trattamenti Viso
Scrub total body ,Trattamenti Corpo
Trattamento dorso ,Trattamenti Corpo
Trattamento corpo detossinante ,Trattamenti Corpo
Trattamento anti- cellulite edematosa ,Trattamenti Corpo
Trattamento anti-cellulite fibrosa ,Trattamenti Corpo
Trattamento per adiposità localizzate (calco),Trattamenti Corpo
Trattamento tonificante glutei o addome ,Trattamenti Corpo
Trattamento con bendaggio ,Trattamenti Corpo
Trattamento con fango ,Trattamenti Corpo
Massaggio relax 50min,Massaggi
Massaggio relax 30min,Massaggi
Massaggio biomorfologico ,Massaggi
Riflessologia plantare ,Massaggi
Massaggio in gravidanza ,Massaggi
Massaggio schiena ,Massaggi
Linfo viso ,Massaggi
Semipermanente con Rinforzo,Manicure
Ricostruzione con french in struttura,Manicure
Epilazione Laser Gamba,Epilazione laser donna
Epilazione Laser Mento,Epilazione laser donna
Epilazione labbro + sopracciglia,Epilazione Donna
Epilazione gambe + inguine,Epilazione Donna
Epilazione gambe + inguine integrale,Epilazione Donna
Ultrasuono/Radiofrequenza da,Trattamenti Corpo
Epilazione Labbro (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione sopracciglia (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione Gambe (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione gambe + inguine (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione gambe + inguine integrale (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione Mento (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione ascelle (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione inguine (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione inguine integrale (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione braccia (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione braccia fino all'omero (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione zona lombare (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione coscia (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione gamba (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione petto (Cera Brasiliana),Cera Brasiliana > Epilazione Uomo
Epilazione addome (Cera Brasiliana),Cera Brasiliana > Epilazione Uomo
Epilazione gambe (Cera Brasiliana),Cera Brasiliana > Epilazione Uomo
Epilazione braccia (Cera Brasiliana),Cera Brasiliana > Epilazione Uomo
Epilazione ascelle (Cera Brasiliana),Cera Brasiliana > Epilazione Uomo
Epilazione sopracciglia (Cera Brasiliana),Cera Brasiliana > Epilazione Uomo
Epilazione narici (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione linea Alba (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione glutei (Cera Brasiliana),Cera Brasiliana > Epilazione Donna
Epilazione narici (Cera Brasiliana),Cera Brasiliana > Epilazione Uomo
Epilazione orecchie (Cera Brasiliana),Cera Brasiliana > Epilazione Uomo
Epilazione petto + addome (Cera Brasiliana),Cera Brasiliana > Epilazione Uomo
Epilazione schiena (Cera Brasiliana),Cera Brasiliana > Epilazione Uomo
Epilazione glutei (Cera Brasiliana),Cera Brasiliana > Epilazione Uomo
Baby Boomer da ,Manicure
Pedicure Curativo ,Pedicure
Pedicure curativo + Smalto classico ,Pedicure
Pedicure curativo + semipermanente ,Pedicure
Epilazione Glutei,Epilazione Donna
Epilazione Laser Basette,Epilazione laser donna
Trattamento viso intensivo Illumina,Trattamenti Viso
Trattamento viso Nutriente,Trattamenti Viso
Trattamento viso Pelli Sensibili,Trattamenti Viso
Radiofrequenza Viso,Trattamenti Viso
Massaggio Decontratturante,Massaggi
Pulizia Viso ,Viso
Viso Cosmetico,Viso
Viso Cosmetico + Apparecchiatura,Viso
Radiofrequenza  viso,Viso
Micro-Needling Cosmetico ,Viso
Massaggio Scrub + massaggio idratante,Corpo 
Massaggio Totale Corpo,Corpo 
Termosauna + Massaggio,Corpo 
Pressoterapia,Corpo 
Pressoterapia + cosmetico,Corpo 
Rituale Berbero,Corpo 
Rituale  Sensoriale Worldofbeauty,Corpo 
Baffetti,Ceretta
Viso,Ceretta
Addome,Ceretta
Linea Alba,Ceretta
Inguine Parziale ,Ceretta
Inguine Integrale ,Ceretta
1/2 Gamba,Ceretta
Gamba,Ceretta
Gluteo,Ceretta
Interno gluteo,Ceretta
Lombare,Ceretta
Braccia Donna,Ceretta
Braccia Uomo,Ceretta
Ascella,Ceretta
Spalla Uomo,Ceretta
Torace,Ceretta
Sopracciglia (pinzetta e/o cera),Ceretta
Manicure,Mani
Manicure + Semipermanente,Mani
Manicure + Ricostruzione,Mani
Pedicure con micromotore,Piedi
Pedicure + Semipermanente,Piedi
Taglio Ungueale,Piedi
Ricostruzione Alluce,Piedi
Dermopigmentazione Sopracciglia,Dermopigmentazione
Trucco Cerimonia,Make up
Laser Baffetto,Laser Epilazione
Laser Mento,Laser Epilazione
Laser Basette,Laser Epilazione
Laser Seno,Laser Epilazione
Laser Addome,Laser Epilazione
Laser Linea Alba,Laser Epilazione
Laser Inguine Parziale ,Laser Epilazione
Laser Inguine Integrale ,Laser Epilazione
Laser 1/2 Gamba,Laser Epilazione
Laser Gamba Intera,Laser Epilazione
Laser Gluteo,Laser Epilazione
Laser Interno gluteo,Laser Epilazione
Laser Lombare Donna,Laser Epilazione
Laser Braccia Donna,Laser Epilazione
Laser Ascelle Donna,Laser Epilazione
Laser Collo Uomo,Laser Epilazione
Laser Barba ,Laser Epilazione
Laser Petto + Addome Uomo ,Laser Epilazione
Laser Spalla + Lombare Uomo,Laser Epilazione
Laser Braccia Uomo,Laser Epilazione
Laser Ascelle Uomo ,Laser Epilazione
Seduta Solarium 10&#39;,Solarium
Seduta Solarium 15&#39;,Solarium
Seduta Solarium 18&#39;,Solarium
Hammam + Massaggio,Hammam
Radiofrequenza corpo,Corpo 
Massaggio decontratturante zonale,Corpo 
Mya - Lipostim laser,Corpo 
Laminazione ciglia ,Viso
Laser Viso ,Laser Epilazione
Acrygel,Mani
Controllo Laser,Laser Epilazione
Consulenza per trattamenti viso/corpo/laser/dermopigmentazione,Corpo 
Massaggio craniale,Corpo 
Massaggio gambe+addome+lombare,Corpo 
Elettroepilazione ,Elettroepilazione
Rimozione + manicure,Mani
Tinta sopracciglia,Viso
Baffetti+sopracciglia,Ceretta
Corpo Cosmetico,Corpo 
Semipermanente piedi,Piedi
Smalto mani/piedi,Mani
Ripresa Dermopigmentazione,Dermopigmentazione
Prova Trucco Sposa,Sposa
Applicazione Ciuffetti,Viso
Massaggio rilassante corpo o Pittabhjangam ,MASSAGGI
Massaggio Decontratturante o Vataabhjangam su Fouton,MASSAGGI
Massaggio Decontratturante o Vataabhjangam su Lettino,MASSAGGI
Massaggio Neeraabhjangam o Massaggio Drenante,MASSAGGI
Massaggio con i Piedi o Kerala,MASSAGGI
Massaggio Californiano Emozionale ,MASSAGGI
Massaggio Hawaiano Lomi Lomi ,MASSAGGI
Hot Stone Massage ,MASSAGGI
Massaggio con le Coppette ,MASSAGGI
Moxa,MASSAGGI
Massaggio di Riflessologia Plantare,MASSAGGI
Sessioni di Meditazioni,MEDITAZIONE
Sessioni di Metodo 3R ,MEDITAZIONE
Counseling o Relazione di aiuto ON LINE,COUNSELING
Counseling in presenza in studio,COUNSELING
Ingresso,""
uscita,""
Colloquio 20,""
Ingresso 5,MASSAGGI
Uscita 5,MASSAGGI
*Massaggio personalizzato su Fouton,MASSAGGI
colloquio 5,MASSAGGI
Colloquio 10,MASSAGGI
Massaggio 50,MASSAGGI
Massaggio 60,MASSAGGI
Piega Medio/Corta ,""
Piega Lunga,""
Crema,""
Taglio ,""
Taglio Bimba,""
Colore,""
Tonalizzatore,""
Permanente Medio / Corta,""
Lozione curativa,""
Trattamento Ricostruzione,""
Pettinata Sposa,""
Sopracciglia,Viso
Cera Labbro,Viso
Cera Braccia,Viso
Pulizia viso,Viso
Trucco,Viso
Cera gambe,Viso
Shampoo,Femminile
Taglio Capelli corti / medi,Femminile
Taglio Capelli lunghi,Femminile
Piega Corta - Medio,Femminile
Piega Lunga,Femminile
Barba ,Maschile
Taglio,Maschile
Shampoo,Maschile
Piega Corta - Medio,Maschile
Piega Lunga,Maschile
Piega,Capelli corti / Medi
*Piega,Capelli Lunghi
Piega con Ferro / Piastra ,Capelli corti / Medi
*Piega con Ferro / Piastra ,Capelli Lunghi
Piega Senza Lavaggio,Capelli corti / Medi
*Piega Senza Lavaggio,Capelli Lunghi
Pettinata,Capelli corti / Medi
*Pettinata,Capelli Lunghi
Taglio,Capelli corti / Medi
*Taglio,Capelli Lunghi
Taglio Bimba/o,Capelli corti / Medi
*Taglio Bimba/o,Capelli Lunghi
Taglio split ender,Capelli corti / Medi
*Taglio split ender,Capelli Lunghi
Taglio Frangia,Capelli corti / Medi
*Taglio Frangia,Capelli Lunghi
Spray protettivo cute,Capelli corti / Medi
Spray protettivo cute,Capelli Lunghi
Trattamento pree post colore,Capelli corti / Medi
Trattamento pree post colore,Capelli Lunghi
Colore queen (Ritocco),Capelli corti / Medi
Colore queen (Ritocco),Capelli Lunghi
Colore Ricrescita,Capelli Lunghi
Colore Totale,Capelli corti / Medi
